original,translate
Sewer Map,下水道地图
A hand-drawn map depicting the sewers underneath Horryn,一张手绘地图，描绘了霍林下方的下水道
Shovel,铲子
Used for digging in the ground!,用于挖掘地面！
#Adventuring - Keys,#冒险 - 钥匙
Crypt Key,墓室钥匙
A bloodied bronze key that opens something in the crypt under the temple in Horryn,一把带血的青铜钥匙，能打开霍林神庙下方墓室中的某样东西
Surgery Door Key,手术室钥匙
"A small key that unlocks the door to the surgery on the ""Zephyr",一把小钥匙，能打开“西风号”上手术室的门
Armory Key,军械库钥匙
A key that was discovered inside the keep in Horryn,在霍林要塞内发现的一把钥匙
Black Key,黑钥匙
A large black key that unlocks something inside the Black Priory,一把大黑钥匙，能打开黑修院内的某样东西
Smugglers Key,走私者的钥匙
A large rusty key that seems like it would open a chest or some other container,一把生锈的大钥匙，似乎能打开箱子或其他容器
You found it on a drowned corpse beneath the lighthouse,你在灯塔下方的一具溺水尸体上找到了它
#Adventuring - Misc,#冒险 - 杂项
Misc,杂项
Vomit Cups,呕吐杯
"A bag of highly toxic fungi for Esteban, the alchemist in the Underhalls",一袋剧毒菌类，给地下大厅的炼金术师埃斯特班
Bee Smoker,蜂烟器
A small apparatus that creates smoke,一种产生烟雾的小装置
Used to calm bees before harvesting honey,用于在采蜜前安抚蜜蜂
Cassilda's Song,卡丝尔达的歌
A folded up piece of paper that has ‘To Camilla - From Cassilda' written on it,一张折叠的纸，上面写着“致卡米拉——来自卡丝尔达”
Supposedly it contains the words of a song intended for Camilla’s eyes only,据说里面有一首只给卡米拉看的歌的歌词
A Foul-Smelling Potion,一瓶恶臭药水
A bottle of medicine made by Mother Katak to help cure the infection that is spreading through the Idran refugee camp,一瓶由卡塔克嬷嬷制作的药水，用于帮助治愈在伊德拉难民营蔓延的感染
Firgol Honey,菲尔戈尔蜂蜜
A honeycomb retrieved from one of the beehives in Firgol,从菲尔戈的一个蜂巢中取出的蜂巢
It has a spectacular shade of yellow,它呈现出一种惊人的黄色色调
Vessel,容器
A strange vessel that could hold liquid,一个可以盛放液体的奇怪容器
Full Vessel,装满的容器
A strange vessel containing liquid,一个盛有液体的奇怪容器
Stuffed Animal,毛绒玩具
"A small, ragged stuffed animal",一个破旧的小毛绒玩具
No doubt it should be returned to its owner with all due haste,毫无疑问，应该尽快将它归还给它的主人
Giant Lizard Egg,巨蜥蛋
Large eggs,巨大的蛋
Something appears to be moving inside,里面似乎有什么东西在动
Mallet,木槌
A rounded mallet that seems to have some kind of ceremonial purpose,一个圆头木槌，似乎有某种仪式用途
Children's Bones,孩子的尸骨
"The tragic, mold covered, bones of two children",两具孩子的悲惨尸骨，上面覆盖着霉菌
Lighthouse Oil,灯塔燃油
A pitcher full of oil,一罐满满的油
The kind that might be used for a lighthouse beacon,那种可能用于灯塔信标的油
Nautical Guild Seal,航海公会印章
"A strange octagonal amulet, richly filegreed and with the navigational roset of the Nautical Guild carved on it",一个奇怪的八角形护符，有着华丽的金银丝细工，上面刻有航海公会的导航玫瑰纹饰
This is apparently an item that the guild will pay handsomely to have returned to them,这显然是一件公会愿意出高价赎回的物品
Ledger,账本
A ledger containing incriminating information,一本包含罪证信息的账本
The Whispering Tablets,低语石板
A pair of weathered stone tablets covered in indecipherable writing and grotesque symbols,一对风化的石板，上面覆盖着无法辨认的文字和怪诞的符号
The tablet’s condition seems to indicate that it has rested under the sea for a long time,石板的状态似乎表明它在海底沉睡了很长时间
Did you just hear a whisper?,你刚才听到低语了吗？
Rotted Horse Flesh,腐烂的马肉
A large quantity of rotted horse flesh,大量的腐烂马肉
Utterly inedible to humans but perhaps a treat for some other beastie?,人类完全无法食用，但或许是其他某种野兽的美味？
A Strange Idol,一个奇怪的神像
A grotesque looking black Idol found in the 'Santa Fury' treasure hoard,在“圣怒号”的宝藏堆中发现的一个怪诞的黑色神像
Sewerjack's Badge,下水道工的徽章
A small brass badge belonging to a member of the glorious Imperial Sewer-patrol,一枚小铜徽章，属于光荣的帝国下水道巡逻队的一员
It's covered in filth,上面满是污秽
Silver Flute,银笛
A small silver flute that can be used to drain the mercury-pool in the Tower of Ash,一支小银笛，可以用来排干灰烬之塔中的水银池
Telescope,望远镜
A collapsed field-telescope used for stargazing,一架折叠式野外望远镜，用于观星
Lotus Petals,莲花花瓣
One of the ingredients needed to craft the ‘Salts of Elthanyr’,制作“埃尔萨尼尔之盐”所需的材料之一
Salamander's Horn,火蜥角
Sylversalt,银盐
Salts of Elthanyr,埃尔萨尼尔之盐
A special salt that can apparently be used to unsummon conjured creatures,一种特殊的盐，显然可以用来遣返召唤生物
Bring it to Calipero the Magos underneath the Tower of Ash,把它带给灰烬之塔下的大法师卡利佩罗
#Adventuring - Reagents,#冒险 - 药材
Reagent,药材
Chitin,甲壳
A thick piece of chitin taken from the exo-skeleton of an unnaturally large creature,从一只异常巨大的生物外骨骼上取下的一块厚实甲壳
"As chitin dries it can be ground into powder, providing a potent alchemical ingredient",“甲壳干燥后可研磨成粉末，成为一种强效的炼金材料”
Cruel Fang,残酷之牙
"A slimy, curved fang pulled from the mouth of some sort of overgrown monstrosity",“从某种过度生长的怪物口中拔出的黏滑弯曲獠牙”
The end is still incredibly sharp,末端仍然极其锋利
Egg Cluster,卵簇
Not to be mistaken for their smaller and more edible counterparts,不要将它们与那些更小且可食用的同类混淆
"Whilst these eggs make for a potent alchemical ingredient, ingesting them in any other way can have…unpleasant effects",“虽然这些卵是强效的炼金材料，但以其他任何方式摄入都可能产生……令人不适的效果”
Emerald King (insect,翡翠王（昆虫）
Called “the King of insects” due to its shimmering emerald scales,因其闪烁的翡翠鳞片而被称为“昆虫之王”
"Its royal title, however, does not keep it safe from the alchemists and artificers who consider it a prized reagent",“然而，它的王者头衔并不能保护它免受炼金术士和工匠的毒手，他们将其视为珍贵的药材”
Firewing (insect,火翼虫（昆虫）
"Whilst this small insect is a popular alchemical ingredient, its fire-like sting makes it one of the Empire’s most hated pests",“虽然这种小昆虫是受欢迎的炼金材料，但它那如火般的蜇刺使它成为帝国最令人憎恶的害虫之一”
Graveroot,墓根草
"Often found growing on graves, the roots of this weed are believed to feed on the flesh of the dead",“常生长于坟墓之上，这种野草的根被认为以死者的血肉为食”
For this reason it is despised by grave-keepers and much sought after by those who dabble in the arcane,因此它被守墓人厌恶，却受到那些涉足奥术之人的追捧
Gullyfern,沟蕨
This small fern is often found growing near streams or in the deeper parts of the forest,这种小型蕨类常生长在溪流附近或森林深处
"It emits a fresh, pleasant scent",“它散发出清新宜人的香气”
Hound Ear,野狗耳朵
"A large, leathery ear cut from the freshly dead head of some monstrous hound",“从某种刚死的巨型野狗头上割下的一只大而坚韧的耳朵”
A delicate flower that is said to grow on the sites of battles over the graves of dead soldiers,一种娇嫩的花朵，据说生长在战场遗址上，覆盖着阵亡士兵的坟墓
Lizard's Eye,蜥蜴眼
"They say beauty lies in the eye of the beholder, but the slick goo coating this lizard’s eye gives you some doubts",“人们说美在观者眼中，但这只蜥蜴眼上覆盖的黏滑粘液让你心生疑虑”
"Still, the rarity of reptilians throughout the Empire’s inner cities means it should fetch a decent price",“不过，爬行动物在帝国内陆城市的稀有性意味着它应该能卖个好价钱”
Mercury,水银
"Believed to be at the core of all metals, this liquid element is a commodity amongst alchemists and is as fast working as it is toxic",“被认为是一切金属的核心，这种液态元素在炼金术士中是一种商品，其作用迅速且毒性强烈”
Cavechild,穴居孩童
A small pinkish mushroom that is sometimes found in caves,一种有时在洞穴中发现的小型淡粉色蘑菇
"Though eating it will cause acute vomiting, it is a valuable alchemical agent when used properly",“虽然食用它会导致剧烈呕吐，但正确使用时它是一种宝贵的炼金剂”
Glowman,发光人
The Glowman is so called for its faint bioluminescence,发光人因其微弱的生物发光而得名
It grows naturally in damp cave-systems and it a commonly used alchemical ingredient,它自然生长在潮湿的洞穴系统中，是一种常用的炼金材料
